name|detail_url|address/street|address/city|address/state|address/zip|phone|email_link|website|description
Ahimsa Childbirth Services|//business.lakenormanchamber.org/directory/Details/ahimsa-childbirth-services-1693801|156 Capital Avenue, Apt. 102|Mooresville|NC|28117|704-360-0150|https://business.lakenormanchamber.org/directory/Contact/p9eDg8zp|https://www.ahimsachildbirth.com/|
Alan Simonini Homes, LLC|//business.lakenormanchamber.org/directory/Details/alan-simonini-homes-llc-1573837|3512 Wilkinson Blvd, Suite 110A|Charlotte|NC|28208|(704) 333-8999||https://www.simonini.com/|
All Things Possible Custom Creations LLC|//business.lakenormanchamber.org/directory/Details/all-things-possible-custom-creations-llc-2392899|455 Sundown Rd|Mooresville|NC|28117|516-250-8290|https://business.lakenormanchamber.org/directory/Contact/r6gwJ5ep|http://www.allthingspossiblecustomcreations.com/|
Allen Tate - Angela Standish|//business.lakenormanchamber.org/directory/Details/allen-tate-angela-standish-1573940|19460 Old Jetton Road|Cornelius|NC|28031|(704) 896-8283|https://business.lakenormanchamber.org/directory/Contact/rOO7A9Mr|http://www.allentate.com/AngelaStandish|
Allen Tate - Anita Sabates|//business.lakenormanchamber.org/directory/Details/allen-tate-anita-sabates-1629956|19935 Madison Village Drive|Cornelius|NC|28031||https://business.lakenormanchamber.org/directory/Contact/pVeNj7Xr||
Allen Tate - Tracey Stehle|//business.lakenormanchamber.org/directory/Details/allen-tate-tracey-stehle-1573804|14225 Market Square Drive|Huntersville|NC|28078|(704) 949-1300|https://business.lakenormanchamber.org/directory/Contact/rDg5WvyL|https://traceystehle.allentate.com/|
Allen Tate Corporate Services - Rachel Brumfield|//business.lakenormanchamber.org/directory/Details/allen-tate-corporate-services-rachel-brumfield-1573649|6700 Fairview Road|Charlotte|NC|28210|(704) 367.5664|https://business.lakenormanchamber.org/directory/Contact/rAn2vaNp|http://www.allentate.com/rachelbrumfield|
Allen Tate Realtors|//business.lakenormanchamber.org/directory/Details/allen-tate-realtors-3657946|137 Center Square Drive|Mooresville|NC|28117|7046778373|https://business.lakenormanchamber.org/directory/Contact/rZzK28nr|http://johnurban.allentate.com/|
Allen Tate Realtors / Lake Norman - Yasmin Loft|//business.lakenormanchamber.org/directory/Details/allen-tate-realtors-lake-norman-yasmin-loft-1979244|19460 Old Jetton Road|Cornelius|NC|28031|(706) 870.4000|https://business.lakenormanchamber.org/directory/Contact/LvxdJ90p|https://yasminloft.allentate.com/|
Alliant Insurance Services|//business.lakenormanchamber.org/directory/Details/alliant-insurance-services-3523719|11033 Hat Creek Lane|Davidson|NC|28036|(904) 625-8875|https://business.lakenormanchamber.org/directory/Contact/PYVXwVOL|http://alliant.com/|
ALMA HVAC INC|//business.lakenormanchamber.org/directory/Details/alma-hvac-inc-3244142|8746 Purple Thistle Ln|Charlotte|NC|28215704-|704-363-0202|https://business.lakenormanchamber.org/directory/Contact/LbaA7BMP|http://www.almahvac.com/|
Alpha Phi International // @LivinginLakeNorman|//business.lakenormanchamber.org/directory/Details/alpha-phi-international-livinginlakenorman-3597882|210 Juniper Road|Mooresville|NC|28115||https://business.lakenormanchamber.org/directory/Contact/rkVA7aYL||
Alternative Health Distribution|//business.lakenormanchamber.org/directory/Details/alternative-health-distribution-3279897|8212 chandos pl|Huntersville|NC|28078||||
Ambassador Christian School, Inc|//business.lakenormanchamber.org/directory/Details/ambassador-christian-school-inc-2745280|11901 Sam Furr Road|Huntersville|NC|28078|(704) 301-1797|https://business.lakenormanchamber.org/directory/Contact/r6gj0B7p|http://www.ambassadorchristian.net/|
Amber Morgan Esthetics|//business.lakenormanchamber.org/directory/Details/amber-morgan-esthetics-3115927|3130 NC 16 Business|Denver|NC|28037|704-975-4377|https://business.lakenormanchamber.org/directory/Contact/pgXbkX5P|http://www.facebook.com/EstyAmesthetics|
American Cancer Society|//business.lakenormanchamber.org/directory/Details/american-cancer-society-2688840|P.O. Box 11796|Charlotte|NC|28220|704-553-5352|https://business.lakenormanchamber.org/directory/Contact/p03OgdJr|http://cancer.org/|
Anchor Security & Locksmith|//business.lakenormanchamber.org/directory/Details/anchor-security-locksmith-1573954|20821 N. Main Street|Cornelius|NC|28031|(704) 902-8135|https://business.lakenormanchamber.org/directory/Contact/LxRknYyp|http://www.anchorsl.com/|
Angels & Sparrows Community Table & Resource Center|//business.lakenormanchamber.org/directory/Details/angels-sparrows-community-table-resource-center-1573885|P.O. Box 315|Huntersville|NC|28070-0315|(704) 918-0122|https://business.lakenormanchamber.org/directory/Contact/P12ZnnDL|http://www.angelsandsparrows.org/|
Angels of 97|//business.lakenormanchamber.org/directory/Details/angels-of-97-1574317|P.O. Box 3511|Huntersville|NC|28070|(704) 807-4208|https://business.lakenormanchamber.org/directory/Contact/r4l4ByGr|http://www.angelsof97.com/|
Ani Salon & Spa DBA The Lake Life Boutique|//business.lakenormanchamber.org/directory/Details/ani-salon-spa-dba-the-lake-life-boutique-2258567|19900 W Catawba Ave, Suite 103|Cornelius|NC|28031|704.201.5262|https://business.lakenormanchamber.org/directory/Contact/rJARKbxL|http://www.anisalonandspa.com/|
Animal Hospital of Cornelius|//business.lakenormanchamber.org/directory/Details/animal-hospital-of-cornelius-1574068|18726 W. Catawba Ave.|Cornelius|NC|28031|(704) 892-1585|https://business.lakenormanchamber.org/directory/Contact/LwZN64OP|http://www.animalhospitalofcornelius.com/|
Apotheca|//business.lakenormanchamber.org/directory/Details/apotheca-2898195|19701 Bethel Church Road Suite 103-300|Cornelius|NC|28031|(980) 378-6927|https://business.lakenormanchamber.org/directory/Contact/LzA0mkaP|http://apotheca.org/|
Arbor Ridge at Huntersville|//business.lakenormanchamber.org/directory/Details/arbor-ridge-at-huntersville-3565233|10200 Hamptons Park Drive|Huntersville|NC|28078|704-885-2683|https://business.lakenormanchamber.org/directory/Contact/Lq2XZM2r|http://www.ridgecare.com/|
Archangels Shield LLC|//business.lakenormanchamber.org/directory/Details/archangels-shield-llc-3656758|347 Shoreline Loop|Mooresville|NC|28117|(704) 662-2379|https://business.lakenormanchamber.org/directory/Contact/PdKq9yep|http://www.archangelsshield.com/|
Arden at Huntersville|//business.lakenormanchamber.org/directory/Details/arden-at-huntersville-1985196|13415 Old Statesville Road|Huntersville|NC|28078|(704) 327-5904||http://ardenathuntersville.com/|
Ardmore at Bryton Apartments|//business.lakenormanchamber.org/directory/Details/ardmore-at-bryton-apartments-3132749|13035 Ardmore Forest Drive|Huntersville|NC|28078|7042347223|https://business.lakenormanchamber.org/directory/Contact/LvYQB70P|http://ardmoreatbryton.com/|
Arrow Exterminators|//business.lakenormanchamber.org/directory/Details/arrow-exterminators-1574296|136 Stutts Road Suite 2|Mooresville|NC|28117|(704) 664-2832|https://business.lakenormanchamber.org/directory/Contact/rDg5WQQL|http://www.arrowext.com/|
Arthur Rutenberg Homes|//business.lakenormanchamber.org/directory/Details/arthur-rutenberg-homes-1573799|18637 Northline Drive - Suite 1 Suite 1|Cornelius|NC|28031||https://business.lakenormanchamber.org/directory/Contact/LWq7oRdp|https://www.arhomes.com/|
Artisan Signs and Graphics|//business.lakenormanchamber.org/directory/Details/artisan-signs-and-graphics-2128197|18355 Old Statesville Rd Suite L|Cornelius|NC|28031|704.655.9100|https://business.lakenormanchamber.org/directory/Contact/pMO0jJbL|http://artisansignsandgraphics.com/|
ArtisanDirect|//business.lakenormanchamber.org/directory/Details/artisandirect-1573923|131 Crosslake Park Dr. Suite 102|Mooresville|NC|28117|(704) 662-2417|https://business.lakenormanchamber.org/directory/Contact/rAn27qDp|https://artisandirect.us/|
Artistry Florals, Inc.|//business.lakenormanchamber.org/directory/Details/artistry-florals-inc-1574104|18509-B  Statesville Road|Cornelius|NC|28031|(704) 892-9010|https://business.lakenormanchamber.org/directory/Contact/p8EYXGxP|http://www.artistryflorals.com/|
ASAP Commercial Doors|//business.lakenormanchamber.org/directory/Details/asap-commercial-doors-2409479|679 Oakridge Farm Hwy|Mooresville|NC|28115|480.512.9180|https://business.lakenormanchamber.org/directory/Contact/rX94de5p|http://www.asapcommercialdoors.com/|
Ascension Law|//business.lakenormanchamber.org/directory/Details/ascension-law-1574248|5821 Fairview Road, Suite 500|Charlotte|NC|28209|(704) 464-0460|https://business.lakenormanchamber.org/directory/Contact/Lv53kqeP|https://www.ascensionlawnc.com/|
Aspire Carolinas Foundation / Trade High School|//business.lakenormanchamber.org/directory/Details/aspire-carolinas-foundation-trade-high-school-2126785|11414 Beatties Ford Road|Huntersville|NC|28078|(704) 651-4811|https://business.lakenormanchamber.org/directory/Contact/Lb1KwYQP|http://aspirecarolinas.org/|
Ass Clown Brewing Company|//business.lakenormanchamber.org/directory/Details/ass-clown-brewing-company-1573725|10620 Bailey Road, Suite E|Cornelius|NC|28031|(980) 505-0399||http://www.assclownbrewing.com/|
Ausie & Martin Rivens Scholarship Foundation|//business.lakenormanchamber.org/directory/Details/ausie-martin-rivens-scholarship-foundation-1574216|20805 Catawba Avenue|Cornelius|NC|28031|(704) 493-4955|https://business.lakenormanchamber.org/directory/Contact/pQZ9oQjP|http://www.tonyarivens.com/ausie-rivens.html|
Autohaus Lake Norman|//business.lakenormanchamber.org/directory/Details/autohaus-lake-norman-1573813|7870 Commerce Drive|Denver|NC|28037|(704) 966-0466|https://business.lakenormanchamber.org/directory/Contact/P12Zn5XL|http://www.autohausnc.com/|
Awards Express|//business.lakenormanchamber.org/directory/Details/awards-express-1574052|10320 Rozzelles Ferry Road|Charlotte|NC|28214|(704) 394-3350|https://business.lakenormanchamber.org/directory/Contact/pQZ9oabP|http://www.awardsexpress.net/|
Bailee Richards Realtor|//business.lakenormanchamber.org/directory/Details/bailee-richards-realtor-3373531|3440 Toringdon Way Ste 110|Charlotte|NC|28277|(980) 420-1119|https://business.lakenormanchamber.org/directory/Contact/Po5Q98Mr|http://linktr.ee/b.rich_realtor?utm_source=linktree_profile_share&ltsid=2ee20b30-57f7-4006-86d9-124dbd83ecc4|
Baker Law Office, PLLC|//business.lakenormanchamber.org/directory/Details/baker-law-office-pllc-1574024|9620 Holly Point Drive, Suite 102|Huntersville|NC|28078|(704) 895-7969|https://business.lakenormanchamber.org/directory/Contact/pR179qRr||
Baker Roofing|//business.lakenormanchamber.org/directory/Details/baker-roofing-3092988|5432 Wyoming Avenue|Charlotte|NC|28273|704-587-3737|https://business.lakenormanchamber.org/directory/Contact/Lx52EbZr|http://bakerroofing.com/|
Ballas Chiropractic|//business.lakenormanchamber.org/directory/Details/ballas-chiropractic-1573967|9718-D Sam Furr Road|Huntersville|NC|28078|(704) 896-8080|https://business.lakenormanchamber.org/directory/Contact/P2JVmkkP|http://www.ballaschiropractic.com/|
Bank OZK|//business.lakenormanchamber.org/directory/Details/bank-ozk-3911571|19811 W Catawba Ave|Cornelius|NC|28031|704-655-1044|https://business.lakenormanchamber.org/directory/Contact/rXm3nNvp|http://www.ozk.com/personal|
Barkman's Boarding & Grooming|//business.lakenormanchamber.org/directory/Details/barkman-s-boarding-grooming-3869895|177 Pear Tree Road|Troutman|NC|28166|(704) 761-8096|https://business.lakenormanchamber.org/directory/Contact/rOzjOZmL|http://barkmansdogboarding.com/|
Barrett Business Services (BBSI)|//business.lakenormanchamber.org/directory/Details/barrett-business-services-bbsi-2154050|100 North Main Street Suite 210|Belmont|NC|28012|704-854-5011|https://business.lakenormanchamber.org/directory/Contact/ra1J6Wvr|http://www.bbsi.com/|
bartaco|//business.lakenormanchamber.org/directory/Details/bartaco-3899583|16916 Birkdale Commons Parkway Suite D|Huntersville|NC|28078|(980) 842-8226|https://business.lakenormanchamber.org/directory/Contact/Pe1z8JwP|http://www.bartaco.com/|
Beach Bum Golf Carts|//business.lakenormanchamber.org/directory/Details/beach-bum-golf-carts-3115916|144 W Plaza Dr|Mooresville|NC|28117|704-360-4546|https://business.lakenormanchamber.org/directory/Contact/ply4gANP|http://beachbumgolfcarts.net/|
Beautiful You By Christine|//business.lakenormanchamber.org/directory/Details/beautiful-you-by-christine-2767872|452 S Main st #105|Davidson|NC|28036|(610) 921-3717|https://business.lakenormanchamber.org/directory/Contact/PNmND37p|http://beautifulyoubychristine.com/|
Beckley and Associates|//business.lakenormanchamber.org/directory/Details/beckley-and-associates-1574259|19810 W Catawba Avenue, Suite G|Cornelius|NC|28031|(972) 309-0002|https://business.lakenormanchamber.org/directory/Contact/LyE6wG8L|https://www.beckleycpa.com/|
Bella Ballerina Highland Creek|//business.lakenormanchamber.org/directory/Details/bella-ballerina-highland-creek-2986599|13010 Eastfield Road C200|Huntersville|NC|28078|(513) 600-6535|https://business.lakenormanchamber.org/directory/Contact/pGnjJZNr|http://www.bellaballerinahighlandcreek.com/|
Belladonna's Wig Boutique|//business.lakenormanchamber.org/directory/Details/belladonna-s-wig-boutique-3329818|19900 West Catawba Avenue Suite 303|Cornelius|NC|28031|(704) 892-6546|https://business.lakenormanchamber.org/directory/Contact/pQVJ2bbP||
Ben & Jerry's Ice Cream, Davidson|//business.lakenormanchamber.org/directory/Details/ben-jerry-s-ice-cream-davidson-3351108|P.O. Box 1761|Davidson|NC|28036|(704) 892-0604|https://business.lakenormanchamber.org/directory/Contact/Lww7Z5ML|http://www.benjerry.com/davidson|
Better Business Bureau of Southern Piedmont, Inc.|//business.lakenormanchamber.org/directory/Details/better-business-bureau-of-southern-piedmont-inc-1574063|9719 Northeast Parkway, Suite 300|Matthews|NC|28105|(704) 927-8611|https://business.lakenormanchamber.org/directory/Contact/p9eJ0Wzp|http://www.bbb.org/|
Beyond the Numbers Accounting Resources, LLC|//business.lakenormanchamber.org/directory/Details/beyond-the-numbers-accounting-resources-llc-2330359|18736 Nautical Dr Apt 301|Cornelius|NC|28031|9802540339|https://business.lakenormanchamber.org/directory/Contact/P1V21oXL|http://beyondthenumbers.net/|
BGW, CPA, PLLC|//business.lakenormanchamber.org/directory/Details/bgw-cpa-pllc-1573909|1616 Camden Road, Suite 510|Charlotte|NC|28203|(704) 552-0553||http://www.trustbgw.com/|
Big Visions Landscaping|//business.lakenormanchamber.org/directory/Details/big-visions-landscaping-3671802|4518 Providence Road Suite 2D|Charlotte|NC|28226|(704) 901-6104|https://business.lakenormanchamber.org/directory/Contact/Lwk2299L|https://www.bigvisionslandscaping.com/|
Bigg Time Carpet & Upholstery Cleaning|//business.lakenormanchamber.org/directory/Details/bigg-time-carpet-upholstery-cleaning-2331290|121 S. Cromwell Drive|Mooresville|NC|28115|(704) 658-7928|https://business.lakenormanchamber.org/directory/Contact/pVe7ojYr|http://www.biggtimecarpetcleaning.com/|
Bin110|//business.lakenormanchamber.org/directory/Details/bin110-1573613|19712 One Norman Blvd., Suite 110|Cornelius|NC|28031|(980) 689-5081|https://business.lakenormanchamber.org/directory/Contact/r4l4BDAr||
bioPURE Charlotte|//business.lakenormanchamber.org/directory/Details/biopure-charlotte-2206107|4216 Napa Oak Dr 203|Charlotte|NC|28216|704.604.4107|https://business.lakenormanchamber.org/directory/Contact/plxwYaZp|http://biopureservice.com/|
Birkdale Village|//business.lakenormanchamber.org/directory/Details/birkdale-village-1573938|8712 Lindholm Dr.- Suite 206|Huntersville|NC|28078|(704) 895-8744|https://business.lakenormanchamber.org/directory/Contact/pBD4R7ZL|https://www.birkdalevillage.com/|
Bishop Financial Partners|//business.lakenormanchamber.org/directory/Details/bishop-financial-partners-1574268|7930 W Kenton Cir - Ste 210|Huntersville|NC|28078|(704) 896-9985|https://business.lakenormanchamber.org/directory/Contact/p9eJ0Kxp|https://www.ameripriseadvisors.com/alex.h.bishop/%3Fcid=IP_local_google|
